movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho,timestamp_ingreso,timestamp_egreso,duracion_horas,exceso_velocidad_real,exceso_velocidad
MOV-00369,B-008,YANG-MING,R-07,MUELLE-D,ACEITE,SAO PAULO,2023-09-14,03:22,2023-09-16,08:23,6001.8,14.2,12,RECHAZADO,2023-09-14 03:22:00,2023-09-16 08:23:00,53.016666666666666,2.1999999999999993,1.5999999999999979
MOV-00375,B-001,HAPAG-RIO,R-02,MUELLE-B,TRIGO,HAMBURG,2023-07-06,16:31,2023-07-07,07:40,6223.03,12.8,10,DESPACHADO,2023-07-06 16:31:00,2023-07-07 07:40:00,15.15,2.8000000000000007,2.3000000000000007
MOV-00378,B-011,MSC-GENOVA,R-04,MUELLE-B,SOJA,MONTEVIDEO,2020-06-08,01:08,2020-06-10,07:56,6247.2,17.3,12,PENDIENTE,2020-06-08 01:08:00,2020-06-10 07:56:00,54.8,5.300000000000001,4.699999999999999
MOV-00381,B-009,COSCO-STAR,R-07,MUELLEA,GRANOS,HAMBURG,2024-10-12,06:41,2024-10-12,23:06,4069.0,17.5,12,DESPACHADO,2024-10-12 06:41:00,2024-10-12 23:06:00,16.416666666666668,5.5,4.899999999999999
MOV-00383,B-020,ONE-PARANA,R-03,MUELLE-C,GRANOS,ROTTERDAM,2022-04-27,07:53,2022-04-28,22:21,5288.55,13.5,12,EN_REVISION,2022-04-27 07:53:00,2022-04-28 22:21:00,38.46666666666667,1.5,0.8999999999999986
MOV-00384,B-028,EVERGREEN-02,R-05,MUELLE-B,ACEITE,VALPARAISO,2022-08-15,08:02,2022-08-16,09:17,4177.33,11.8,10,DESPACHADO,2022-08-15 08:02:00,2022-08-16 09:17:00,25.25,1.8000000000000007,1.3000000000000007
MOV-00386,B-011,YANG-MING,R-04,MUELLE-E,MAIZ,MONTEVIDEO,2021-09-25,04:51,1900-01-01,03:39,5095.77,11.0,10,EN_REVISION,2021-09-25 04:51:00,1900-01-01 03:39:00,-1067089.2,1.0,0.5
MOV-00394,B-034,EVERGREEN-02,R-05,MUELLE-C,ACEITE,HAMBURG,2023-07-02,11:36,2023-07-04,15:10,6651.49,12.8,10,RECHAZADO,2023-07-02 11:36:00,2023-07-04 15:10:00,51.56666666666667,2.8000000000000007,2.3000000000000007
MOV-00399,B-007,MSC-ALPHA,R-02,MUELLE-D,MINERALES,SAO PAULO,2024-05-31,14:44,2024-06-02,04:18,3993.35,15.8,12,EN_REVISION,2024-05-31 14:44:00,2024-06-02 04:18:00,37.56666666666667,3.8000000000000007,3.1999999999999993
MOV-00404,B-020,PIL-SANTA,R-04,MUELLE-C,HARINA,VALPARAISO,2022-09-25,00:20,2022-09-27,07:19,6542.46,15.3,10,RECHAZADO,2022-09-25 00:20:00,2022-09-27 07:19:00,54.983333333333334,5.300000000000001,4.800000000000001
MOV-00405,B-020,YANG-ESTE,R-04,MUELLE-E,MAIZ,SHANGHAI,2024-10-11,05:39,2024-10-12,21:47,5430.33,14.8,10,PENDIENTE,2024-10-11 05:39:00,2024-10-12 21:47:00,40.13333333333333,4.800000000000001,4.300000000000001
MOV-00406,B-027,MSC-GENOVA,R-07,MUELLE-A,CONTENEDORES,SHANGHAI,2024-08-03,22:12,2024-08-05,20:24,7023.15,11.2,10,PENDIENTE,2024-08-03 22:12:00,2024-08-05 20:24:00,46.2,1.1999999999999993,0.6999999999999993
MOV-00407,B-003,COSCO-TIGRE,R-08,MUELLE-B,HARINA,ROTTERDAM,2023-01-06,11:28,2023-01-08,23:06,6377.86,14.6,12,DESPACHADO,2023-01-06 11:28:00,2023-01-08 23:06:00,59.63333333333333,2.5999999999999996,1.9999999999999982
MOV-00415,B-035,CMA-LITORAL,R-03,MUELLE-E,GRANOS,VALPARAISO,2021-10-23,21:34,2021-10-25,09:18,2456.01,13.2,10,RECHAZADO,2021-10-23 21:34:00,2021-10-25 09:18:00,35.733333333333334,3.1999999999999993,2.6999999999999993
MOV-00428,B-015,CMA-LITORAL,R-05,MUELLE-E,GRANOS,HAMBURG,2020-02-15,17:28,2020-02-16,05:57,3715.56,12.1,10,RECHAZADO,2020-02-15 17:28:00,2020-02-16 05:57:00,12.483333333333333,2.0999999999999996,1.5999999999999996
MOV-00430,B-025,MAERSK-PAMPAS,R-07,MUELLE-F,MINERALES,MONTEVIDEO,2023-12-19,13:56,2023-12-21,16:22,5423.49,14.4,10,EN_REVISION,2023-12-19 13:56:00,2023-12-21 16:22:00,50.43333333333333,4.4,3.9000000000000004
MOV-00436,B-001,COSCO-TIGRE,R-01,MUELLE-F,MINERALES,MONTEVIDEO,2024-06-08,15:04,2024-06-09,20:31,5534.34,12.6,10,PENDIENTE,2024-06-08 15:04:00,2024-06-09 20:31:00,29.45,2.5999999999999996,2.0999999999999996
MOV-00437,B-034,EVER-GLORY,R-08,MUELLE-D,SOJA,BUENOS AIRES,2024-04-10,22:51,2024-04-11,04:03,6155.51,12.7,10,PENDIENTE,2024-04-10 22:51:00,2024-04-11 04:03:00,5.2,2.6999999999999993,2.1999999999999993
MOV-00438,B-013,EVER-GLORY,R-07,MUELLE-D,MAIZ,VALPARAISO,2023-09-09,23:28,2023-09-10,14:57,5261.25,16.2,12,DESPACHADO,2023-09-09 23:28:00,2023-09-10 14:57:00,15.483333333333333,4.199999999999999,3.599999999999998
MOV-00441,B-014,ONE-PARANA,R-04,MUELLE-F,ACEITE,HAMBURG,2020-10-16,15:06,2020-10-19,22:37,4274.29,13.8,12,RECHAZADO,2020-10-16 15:06:00,2020-10-19 22:37:00,79.51666666666667,1.8000000000000007,1.1999999999999993
MOV-00446,B-018,COSCO-TIGRE,R-06,MUELLE-C,CONTENEDORES,ROTTERDAM,2023-02-05,06:31,2023-02-06,17:23,5745.42,14.0,12,EN_REVISION,2023-02-05 06:31:00,2023-02-06 17:23:00,34.86666666666667,2.0,1.3999999999999986
MOV-00448,B-039,HAPAG-RIO,R-08,MUELLE-C,GRANOS,HAMBURG,2021-06-23,04:56,2021-06-24,09:06,4511.93,11.9,10,PENDIENTE,2021-06-23 04:56:00,2021-06-24 09:06:00,28.166666666666668,1.9000000000000004,1.4000000000000004
MOV-00449,B-017,YANG-MING,R-03,MUELLE-A,GRANOS,BUENOS AIRES,1900-01-01,13:05,2024-03-30,18:15,3911.87,16.0,15,RECHAZADO,1900-01-01 13:05:00,2024-03-30 18:15:00,1089101.1666666667,1.0,0.25
MOV-00451,B-010,PIL-SANTA,R-06,MUELLE-B,GRANOS,HAMBURG,2021-07-22,07:12,2021-07-25,11:40,6230.11,16.7,15,RECHAZADO,2021-07-22 07:12:00,2021-07-25 11:40:00,76.46666666666667,1.6999999999999993,0.9499999999999993
MOV-00455,B-010,CMA-LITORAL,R-07,MUELLE-E,MAIZ,HAMBURG,2021-02-09,22:38,1900-01-01,17:03,5747.81,13.5,12,EN_REVISION,2021-02-09 22:38:00,1900-01-01 17:03:00,-1061621.5833333333,1.5,0.8999999999999986
MOV-00456,B-021,PIL-OESTE,R-01,MUELLE-E,GRANOS,MONTEVIDEO,2020-07-28,16:10,2020-07-30,22:38,5414.23,12.4,10,RECHAZADO,2020-07-28 16:10:00,2020-07-30 22:38:00,54.46666666666667,2.4000000000000004,1.9000000000000004
MOV-00458,B-011,COSCO-TIGRE,R-04,MUELLE-B,GRANOS,VALPARAISO,2024-09-05,00:00,2024-09-06,00:00,3653.61,10.8,10,EN_REVISION,2024-09-05 00:00:00,2024-09-06 00:00:00,24.0,0.8000000000000007,0.3000000000000007
MOV-00462,B-019,HAPAG-SUR,R-04,MUELLE-C,GRANOS,VALPARAISO,2023-08-24,01:55,2023-08-26,04:57,5124.59,15.3,10,PENDIENTE,2023-08-24 01:55:00,2023-08-26 04:57:00,51.03333333333333,5.300000000000001,4.800000000000001
MOV-00468,B-034,HAPAG-SUR,R-03,MUELLED,HARINA,MONTEVIDEO,2023-11-07,04:53,1900-01-01,11:33,4730.34,14.6,10,DESPACHADO,2023-11-07 04:53:00,1900-01-01 11:33:00,-1085633.3333333333,4.6,4.1
MOV-00469,B-007,HAPAG-RIO,R-03,MUELLE-B,GRANOS,HAMBURG,2023-12-21,16:57,2023-12-23,07:39,3755.79,15.5,10,RECHAZADO,2023-12-21 16:57:00,2023-12-23 07:39:00,38.7,5.5,5.0
MOV-00472,B-015,CMA-ROSARIO,R-08,MUELLE-E,CONTENEDORES,MONTEVIDEO,2022-06-05,19:01,2022-06-08,06:13,4196.73,10.6,10,PENDIENTE,2022-06-05 19:01:00,2022-06-08 06:13:00,59.2,0.5999999999999996,0.09999999999999964
MOV-00480,B-036,EVER-GLORY,R-05,MUELLE-A,HARINA,HAMBURG,2024-11-18,05:14,2024-11-20,18:05,4364.41,17.7,12,PENDIENTE,2024-11-18 05:14:00,2024-11-20 18:05:00,60.85,5.699999999999999,5.099999999999998
MOV-00483,B-008,YANG-ESTE,R-07,MUELLE-D,CONTENEDORES,VALPARAISO,2021-03-17,13:49,2021-03-18,04:11,6371.36,12.5,10,EN_REVISION,2021-03-17 13:49:00,2021-03-18 04:11:00,14.366666666666667,2.5,2.0
MOV-00486,B-040,COSCO-TIGRE,R-05,MUELLED,TRIGO,SANTA FE,2022-05-06,18:12,2022-05-09,07:09,4029.65,19.0,10,DESPACHADO,2022-05-06 18:12:00,2022-05-09 07:09:00,60.95,9.0,8.5
MOV-00490,B-037,COSCO-STAR,R-01,MUELLE-B,HARINA,SHANGHAI,2023-06-12,00:52,2023-06-13,00:00,6539.59,13.0,10,DESPACHADO,2023-06-12 00:52:00,2023-06-13 00:00:00,23.133333333333333,3.0,2.5
MOV-00491,B-019,EVER-GLORY,R-07,MUELLEC,MAIZ,HAMBURG,2023-08-31,22:52,2023-09-03,12:42,4096.5,14.8,12,RECHAZADO,2023-08-31 22:52:00,2023-09-03 12:42:00,61.833333333333336,2.8000000000000007,2.1999999999999993
MOV-00495,B-003,ZIMDELTA,R-05,MUELLE-D,HARINA,SANTA FE,2021-05-04,12:00,2021-05-06,00:00,7861.89,13.9,12,PENDIENTE,2021-05-04 12:00:00,2021-05-06 00:00:00,36.0,1.9000000000000004,1.299999999999999
MOV-00497,B-010,MAERSK-LIMA,R-01,MUELLE-B,SOJA,VALPARAISO,2022-10-21,17:29,2022-10-24,13:57,5995.05,14.1,10,PENDIENTE,2022-10-21 17:29:00,2022-10-24 13:57:00,68.46666666666667,4.1,3.5999999999999996
MOV-00500,B-004,YANG-MING,R-03,MUELLE-F,HARINA,ROTTERDAM,2022-12-23,11:04,1900-01-01,13:02,4552.58,17.7,10,PENDIENTE,2022-12-23 11:04:00,1900-01-01 13:02:00,-1077982.0333333334,7.699999999999999,7.199999999999999
MOV-00503,B-025,ONE-PARANA,R-05,MUELLE-C,MAIZ,ROTTERDAM,2023-06-16,03:45,1900-01-01,00:00,5837.0,10.7,10,RECHAZADO,2023-06-16 03:45:00,1900-01-01 00:00:00,-1082187.75,0.6999999999999993,0.1999999999999993
MOV-00505,B-032,HAPAG-SUR,R-05,MUELLE-D,GRANOS,VALPARAISO,2024-03-12,14:33,2024-03-14,08:00,4355.81,12.7,10,DESPACHADO,2024-03-12 14:33:00,2024-03-14 08:00:00,41.45,2.6999999999999993,2.1999999999999993
MOV-00506,B-031,ZIM-DELTA,R-08,MUELLEB,GRANOS,SAO PAULO,2022-11-09,20:59,2022-11-10,08:30,2365.02,17.8,15,RECHAZADO,2022-11-09 20:59:00,2022-11-10 08:30:00,11.516666666666667,2.8000000000000007,2.0500000000000007
MOV-00510,B-023,CMA-LITORAL,R-03,MUELLE-A,SOJA,SANTA FE,2024-02-19,01:46,2024-02-20,16:06,5787.9,17.2,10,EN_REVISION,2024-02-19 01:46:00,2024-02-20 16:06:00,38.333333333333336,7.199999999999999,6.699999999999999
MOV-00512,B-037,ONE-PARANA,R-08,MUELLE-D,MAIZ,HAMBURG,2024-06-22,00:12,2024-06-24,14:39,4342.4,15.8,15,EN_REVISION,2024-06-22 00:12:00,2024-06-24 14:39:00,62.45,0.8000000000000007,0.05000000000000071
MOV-00513,B-012,ZIM-NORTE,R-04,MUELLE-B,TRIGO,SANTA FE,2022-12-11,17:05,2022-12-13,23:43,5081.26,15.8,12,DESPACHADO,2022-12-11 17:05:00,2022-12-13 23:43:00,54.63333333333333,3.8000000000000007,3.1999999999999993
MOV-00515,B-019,PIL-SANTA,R-03,MUELLE-A,MAIZ,HAMBURG,2020-11-04,05:52,2020-11-05,04:28,2369.12,12.4,10,EN_REVISION,2020-11-04 05:52:00,2020-11-05 04:28:00,22.6,2.4000000000000004,1.9000000000000004
MOV-00516,B-008,ZIM-DELTA,R-07,MUELLE-B,HARINA,SAO PAULO,2024-08-09,05:50,1900-01-01,22:12,4740.37,12.7,12,EN_REVISION,2024-08-09 05:50:00,1900-01-01 22:12:00,-1092247.6333333333,0.6999999999999993,0.09999999999999787
MOV-00523,B-011,ONE-PARANA,R-03,MUELLE-A,TRIGO,HAMBURG,2021-06-06,00:00,2021-06-07,14:40,4362.87,14.7,10,EN_REVISION,2021-06-06 00:00:00,2021-06-07 14:40:00,38.666666666666664,4.699999999999999,4.199999999999999
MOV-00524,B-003,ONE-PARANA,R-01,MUELLE-E,TRIGO,SHANGHAI,2022-03-02,04:43,2022-03-04,03:31,3685.67,14.5,10,RECHAZADO,2022-03-02 04:43:00,2022-03-04 03:31:00,46.8,4.5,4.0
MOV-00526,B-038,COSCO-STAR,R-05,MUELLE-C,MAIZ,SANTA FE,2022-04-05,19:45,2022-04-08,02:24,6584.87,11.8,10,RECHAZADO,2022-04-05 19:45:00,2022-04-08 02:24:00,54.65,1.8000000000000007,1.3000000000000007
MOV-00533,B-011,MAERSK-LIMA,R-02,MUELLE-E,MAIZ,SANTA FE,2024-08-16,16:42,2024-08-18,03:27,6519.15,15.2,10,RECHAZADO,2024-08-16 16:42:00,2024-08-18 03:27:00,34.75,5.199999999999999,4.699999999999999
MOV-00534,B-007,MAERSK-PAMPAS,R-05,MUELLE-C,GRANOS,SAO PAULO,2022-03-26,15:34,2022-03-27,10:29,5254.62,14.2,10,RECHAZADO,2022-03-26 15:34:00,2022-03-27 10:29:00,18.916666666666668,4.199999999999999,3.6999999999999993
MOV-00541,B-035,PIL-OESTE,R-02,MUELLE-C,CONTENEDORES,MONTEVIDEO,2021-01-17,17:48,2021-01-19,11:11,6590.74,14.2,12,EN_REVISION,2021-01-17 17:48:00,2021-01-19 11:11:00,41.38333333333333,2.1999999999999993,1.5999999999999979
MOV-00542,B-026,EVERGREEN-02,R-06,MUELLE-A,MINERALES,VALPARAISO,2023-06-03,10:48,1900-01-01,09:32,6458.48,10.8,10,RECHAZADO,2023-06-03 10:48:00,1900-01-01 09:32:00,-1081873.2666666666,0.8000000000000007,0.3000000000000007
MOV-00544,B-007,YANG-MING,R-02,MUELLE-A,ACEITE,MONTEVIDEO,2023-11-26,00:00,2023-11-29,07:34,3907.86,14.5,10,RECHAZADO,2023-11-26 00:00:00,2023-11-29 07:34:00,79.56666666666666,4.5,4.0
MOV-00548,B-039,CMA-ROSARIO,R-01,MUELLE-F,HARINA,BUENOS AIRES,2022-11-30,07:26,2022-12-01,00:00,4890.22,12.3,10,DESPACHADO,2022-11-30 07:26:00,2022-12-01 00:00:00,16.566666666666666,2.3000000000000007,1.8000000000000007
MOV-00551,B-015,HAPAG-RIO,R-07,MUELLE-C,TRIGO,SANTA FE,2023-06-05,22:46,2023-06-06,07:43,4936.35,14.3,12,EN_REVISION,2023-06-05 22:46:00,2023-06-06 07:43:00,8.95,2.3000000000000007,1.6999999999999993
MOV-00556,B-019,MSC-GENOVA,R-07,MUELLE-F,MAIZ,SHANGHAI,2020-11-03,19:18,2020-11-05,12:59,4053.49,10.8,10,DESPACHADO,2020-11-03 19:18:00,2020-11-05 12:59:00,41.68333333333333,0.8000000000000007,0.3000000000000007
MOV-00557,B-032,MSC-GENOVA,R-02,MUELLE-B,MINERALES,BUENOS AIRES,2023-01-30,10:34,2023-02-01,23:50,4799.25,15.1,12,PENDIENTE,2023-01-30 10:34:00,2023-02-01 23:50:00,61.266666666666666,3.0999999999999996,2.4999999999999982
MOV-00559,B-037,CMALITORAL,R-06,MUELLED,HARINA,BUENOS AIRES,2022-01-31,09:27,2022-02-01,01:11,3310.98,13.6,12,EN_REVISION,2022-01-31 09:27:00,2022-02-01 01:11:00,15.733333333333333,1.5999999999999996,0.9999999999999982
MOV-00561,B-024,ONE-PLATA,R-05,MUELLE-D,HARINA,SAO PAULO,2020-02-05,18:27,2020-02-06,00:00,5850.36,16.2,10,RECHAZADO,2020-02-05 18:27:00,2020-02-06 00:00:00,5.55,6.199999999999999,5.699999999999999
MOV-00564,B-036,YANG-MING,R-02,MUELLE-D,CONTENEDORES,BUENOS AIRES,2022-09-20,15:36,2022-09-22,20:13,5207.39,14.4,10,PENDIENTE,2022-09-20 15:36:00,2022-09-22 20:13:00,52.61666666666667,4.4,3.9000000000000004
MOV-00565,B-009,MSC-GENOVA,R-04,MUELLE-D,GRANOS,HAMBURG,2023-09-15,21:42,2023-09-16,19:12,5971.9,13.9,10,PENDIENTE,2023-09-15 21:42:00,2023-09-16 19:12:00,21.5,3.9000000000000004,3.4000000000000004
MOV-00568,B-017,COSCO-STAR,R-07,MUELLE-A,ACEITE,ROTTERDAM,2020-12-28,15:18,2020-12-29,10:44,3480.58,12.1,10,DESPACHADO,2020-12-28 15:18:00,2020-12-29 10:44:00,19.433333333333334,2.0999999999999996,1.5999999999999996
MOV-00569,B-017,YANG-ESTE,R-07,MUELLE-A,HARINA,HAMBURG,2023-02-22,10:06,2023-02-24,04:28,5752.97,14.6,10,EN_REVISION,2023-02-22 10:06:00,2023-02-24 04:28:00,42.36666666666667,4.6,4.1
MOV-00574,B-026,ONE-PARANA,R-07,MUELLE-C,TRIGO,ROTTERDAM,2022-02-01,19:03,2022-02-03,05:33,6277.43,14.3,12,PENDIENTE,2022-02-01 19:03:00,2022-02-03 05:33:00,34.5,2.3000000000000007,1.6999999999999993
MOV-00577,B-002,MAERSK-LIMA,R-02,MUELLE-B,HARINA,BUENOS AIRES,2024-07-27,08:34,1900-01-01,00:00,2762.06,17.8,15,DESPACHADO,2024-07-27 08:34:00,1900-01-01 00:00:00,-1091960.5666666667,2.8000000000000007,2.0500000000000007
MOV-00579,B-020,CMA-ROSARIO,R-02,MUELLE-F,TRIGO,SHANGHAI,2020-04-06,01:43,2020-04-08,15:06,3702.29,15.8,12,EN_REVISION,2020-04-06 01:43:00,2020-04-08 15:06:00,61.38333333333333,3.8000000000000007,3.1999999999999993
MOV-00581,B-013,EVER-GLORY,R-07,MUELLE-E,TRIGO,SHANGHAI,1900-01-01,07:56,2024-10-04,20:45,4732.8,18.3,12,PENDIENTE,1900-01-01 07:56:00,2024-10-04 20:45:00,1093620.8166666667,6.300000000000001,5.699999999999999
MOV-00591,B-004,COSCO-STAR,R-07,MUELLE-B,ACEITE,ROTTERDAM,2024-08-21,04:17,2024-08-23,01:42,6267.37,11.0,10,EN_REVISION,2024-08-21 04:17:00,2024-08-23 01:42:00,45.416666666666664,1.0,0.5
MOV-00600,B-023,EVERGREEN-02,R-04,MUELLE-C,ACEITE,MONTEVIDEO,2022-04-14,15:36,2022-04-14,08:07,4704.18,12.9,10,DESPACHADO,2022-04-14 15:36:00,2022-04-14 08:07:00,-7.483333333333333,2.9000000000000004,2.4000000000000004
MOV-00604,B-029,MAERSKLIMA,R-02,MUELLE-C,MAIZ,SAO PAULO,2020-07-21,20:50,2020-07-22,14:07,5536.2,14.9,10,DESPACHADO,2020-07-21 20:50:00,2020-07-22 14:07:00,17.283333333333335,4.9,4.4
MOV-00609,B-016,ZIM-NORTE,R-05,MUELLE-A,CONTENEDORES,ROTTERDAM,2020-08-30,13:31,2020-08-30,01:22,5288.11,13.0,10,PENDIENTE,2020-08-30 13:31:00,2020-08-30 01:22:00,-12.15,3.0,2.5
MOV-00610,B-020,PIL-OESTE,R-05,MUELLE-C,HARINA,SANTA FE,2023-11-03,09:38,2023-11-04,10:06,6167.84,11.4,10,RECHAZADO,2023-11-03 09:38:00,2023-11-04 10:06:00,24.466666666666665,1.4000000000000004,0.9000000000000004
MOV-00612,B-024,EVER-GLORY,R-06,MUELLE-E,TRIGO,SAO PAULO,2024-07-14,22:15,2024-07-15,19:00,4945.59,14.0,10,PENDIENTE,2024-07-14 22:15:00,2024-07-15 19:00:00,20.75,4.0,3.5
MOV-00614,B-026,YANG-ESTE,R-03,MUELLE-C,ACEITE,ROTTERDAM,2024-10-13,07:00,2024-10-15,14:42,4580.32,15.1,10,RECHAZADO,2024-10-13 07:00:00,2024-10-15 14:42:00,55.7,5.1,4.6
MOV-00618,B-008,ONE-PARANA,R-07,MUELLE-E,SOJA,HAMBURG,2022-02-13,00:00,2022-02-15,10:37,5669.69,10.9,10,PENDIENTE,2022-02-13 00:00:00,2022-02-15 10:37:00,58.61666666666667,0.9000000000000004,0.40000000000000036
MOV-00622,B-004,COSCO-TIGRE,R-04,MUELLE-F,MINERALES,SAO PAULO,2021-07-10,12:43,1900-01-01,08:30,5363.36,10.8,10,DESPACHADO,2021-07-10 12:43:00,1900-01-01 08:30:00,-1065244.2166666666,0.8000000000000007,0.3000000000000007
MOV-00624,B-014,PIL-OESTE,R-06,MUELLE-D,MINERALES,SHANGHAI,2020-02-07,08:10,2020-02-09,16:01,7011.49,14.0,10,PENDIENTE,2020-02-07 08:10:00,2020-02-09 16:01:00,55.85,4.0,3.5
MOV-00625,B-003,PIL-OESTE,R-08,MUELLE-B,SOJA,MONTEVIDEO,2024-06-22,19:49,2024-06-23,13:31,3622.27,12.2,10,RECHAZADO,2024-06-22 19:49:00,2024-06-23 13:31:00,17.7,2.1999999999999993,1.6999999999999993
MOV-00631,B-023,ONE-PARANA,R-05,MUELLEF,CONTENEDORES,SHANGHAI,2020-03-17,07:00,2020-03-17,03:45,3430.69,12.7,10,EN_REVISION,2020-03-17 07:00:00,2020-03-17 03:45:00,-3.25,2.6999999999999993,2.1999999999999993
MOV-00637,B-011,HAPAG-RIO,R-03,MUELLE-C,GRANOS,SHANGHAI,2024-08-29,08:42,2024-08-31,04:31,2712.13,14.3,12,DESPACHADO,2024-08-29 08:42:00,2024-08-31 04:31:00,43.81666666666667,2.3000000000000007,1.6999999999999993
MOV-00638,B-029,CMA-ROSARIO,R-08,MUELLE-F,MAIZ,SHANGHAI,2024-07-01,18:50,2024-07-03,17:21,5446.59,14.4,10,DESPACHADO,2024-07-01 18:50:00,2024-07-03 17:21:00,46.516666666666666,4.4,3.9000000000000004
MOV-00640,B-025,PIL-SANTA,R-04,MUELLE-B,MINERALES,MONTEVIDEO,2020-10-22,03:24,2020-10-23,17:37,7345.88,12.8,10,PENDIENTE,2020-10-22 03:24:00,2020-10-23 17:37:00,38.21666666666667,2.8000000000000007,2.3000000000000007
MOV-00646,B-035,ONEPARANA,R-02,MUELLE-C,MINERALES,BUENOS AIRES,2024-08-17,13:37,2024-08-19,16:38,3369.33,12.7,10,DESPACHADO,2024-08-17 13:37:00,2024-08-19 16:38:00,51.016666666666666,2.6999999999999993,2.1999999999999993
MOV-00649,B-039,CMA-ROSARIO,R-02,MUELLE-F,TRIGO,SHANGHAI,2022-12-18,15:20,2022-12-18,00:00,3423.65,13.0,10,PENDIENTE,2022-12-18 15:20:00,2022-12-18 00:00:00,-15.333333333333334,3.0,2.5
MOV-00653,B-033,COSCO-TIGRE,R-01,MUELLE-C,MAIZ,BUENOS AIRES,2020-03-21,12:25,1900-01-01,22:52,5338.36,13.4,12,DESPACHADO,2020-03-21 12:25:00,1900-01-01 22:52:00,-1053805.55,1.4000000000000004,0.7999999999999989
MOV-00659,B-004,ONE-PLATA,R-01,MUELLE-C,HARINA,BUENOS AIRES,2021-04-16,11:40,2021-04-17,10:18,4025.69,12.8,12,EN_REVISION,2021-04-16 11:40:00,2021-04-17 10:18:00,22.633333333333333,0.8000000000000007,0.1999999999999993
MOV-00661,B-021,COSCO-STAR,R-06,MUELLE-B,SOJA,HAMBURG,2021-11-01,23:14,2021-11-04,19:17,3097.93,15.1,10,EN_REVISION,2021-11-01 23:14:00,2021-11-04 19:17:00,68.05,5.1,4.6
MOV-00663,B-019,COSCO-TIGRE,R-05,MUELLE-F,HARINA,HAMBURG,2024-08-14,15:21,2024-08-16,01:02,3575.34,13.5,12,EN_REVISION,2024-08-14 15:21:00,2024-08-16 01:02:00,33.68333333333333,1.5,0.8999999999999986
MOV-00670,B-001,CMA-ROSARIO,R-08,MUELLEB,GRANOS,VALPARAISO,2024-10-21,16:55,2024-10-22,00:41,4182.22,12.2,10,PENDIENTE,2024-10-21 16:55:00,2024-10-22 00:41:00,7.766666666666667,2.1999999999999993,1.6999999999999993
MOV-00673,B-026,CMA-ROSARIO,R-06,MUELLE-C,MAIZ,SANTA FE,2020-06-23,00:00,2020-06-25,02:22,7118.7,14.4,10,EN_REVISION,2020-06-23 00:00:00,2020-06-25 02:22:00,50.36666666666667,4.4,3.9000000000000004
MOV-00677,B-017,MSC-ALPHA,R-05,MUELLE-F,CONTENEDORES,BUENOS AIRES,2022-08-28,00:29,2022-08-29,18:04,5556.49,13.2,10,RECHAZADO,2022-08-28 00:29:00,2022-08-29 18:04:00,41.583333333333336,3.1999999999999993,2.6999999999999993
MOV-00682,B-038,MAERSK-LIMA,R-01,MUELLE-A,SOJA,BUENOS AIRES,2023-04-02,02:24,2023-04-03,02:38,6573.54,15.7,10,EN_REVISION,2023-04-02 02:24:00,2023-04-03 02:38:00,24.233333333333334,5.699999999999999,5.199999999999999
MOV-00684,B-002,ONE-PARANA,R-05,MUELLE-F,GRANOS,BUENOS AIRES,2022-04-25,13:01,2022-04-28,17:22,5586.76,16.9,12,EN_REVISION,2022-04-25 13:01:00,2022-04-28 17:22:00,76.35,4.899999999999999,4.299999999999997
MOV-00692,B-012,COSCO-STAR,R-03,MUELLE-C,HARINA,SAO PAULO,2024-11-02,00:07,2024-11-04,17:40,6679.2,14.4,10,EN_REVISION,2024-11-02 00:07:00,2024-11-04 17:40:00,65.55,4.4,3.9000000000000004
MOV-00700,B-003,YANGESTE,R-08,MUELLE-B,TRIGO,ROTTERDAM,2024-04-02,23:53,2024-04-05,06:49,6202.11,16.3,12,DESPACHADO,2024-04-02 23:53:00,2024-04-05 06:49:00,54.93333333333333,4.300000000000001,3.6999999999999993
MOV-00701,B-031,EVER-GLORY,R-04,MUELLE-A,MINERALES,SHANGHAI,2024-12-24,14:18,2024-12-25,14:17,6461.58,11.5,10,EN_REVISION,2024-12-24 14:18:00,2024-12-25 14:17:00,23.983333333333334,1.5,1.0
MOV-00704,B-039,CMA-LITORAL,R-08,MUELLE-F,ACEITE,SHANGHAI,2023-12-13,00:15,2023-12-15,10:14,6268.7,16.9,15,EN_REVISION,2023-12-13 00:15:00,2023-12-15 10:14:00,57.983333333333334,1.8999999999999986,1.1499999999999986
MOV-00709,B-028,YANG-MING,R-01,MUELLE-D,MINERALES,SHANGHAI,2023-01-22,00:42,2023-01-22,00:00,5143.23,11.5,10,RECHAZADO,2023-01-22 00:42:00,2023-01-22 00:00:00,-0.7,1.5,1.0
MOV-00710,B-013,ZIM-DELTA,R-04,MUELLE-B,GRANOS,MONTEVIDEO,2023-08-28,10:22,2023-08-28,02:24,4783.57,12.7,12,PENDIENTE,2023-08-28 10:22:00,2023-08-28 02:24:00,-7.966666666666667,0.6999999999999993,0.09999999999999787
