movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho
MOV-00157,B-024,EVER-GLORY,R-04,MUELLE-A,TRIGO,ROTTERDAM,02/09/2020,12:50,2020-09-03,12:22,7124.81,12.5,15,EN_REVISION
MOV-00158,B-007,CMA-ROSARIO,R-08,MUELLE-B,ACEITE,SHANGHAI,2022-01-03,23:08,2022-01-05,04:31 AM,4973.71,11.4,12,RECHAZADO
MOV-00159,B-024,CMA-LITORAL,R-01,MUELLE-F,CONTENEDORES,MONTEVIDEO,2021-05-04,10:46,2021-05-04,21:19,4166.36,10.0,15,DESPACHADO
MOV-00160,B-007,EVER-GLORY,R-07,MUELLE-F,MINERALES,VALPARAISO,2020-01-27,6:41,2020-01-30,5:06,3906.55,15.0,10,DESPACHADO
MOV-00161,B-007,ZIM-DELTA,R-07,MUELLE-B,TRIGO,SAO PAULO,2020-08-04,20:36,2020-08-06,02:02 PM,3568.46,10.6,15,PENDIENTE
MOV-00162,B-021,,R-04,MUELLE-E,TRIGO,ROTTERDAM,2020-01-01,23:02,2020-01-03,15:07,4160.48,14.5,12,EN_REVISION
MOV-00163,B-009,PIL-SANTA,R-06,MUELLE-E,TRIGO,SAO PAULO,2023-03-11,6:46,2023-03-11,10:00,5197.28,10.8,12,EN_REVISION
MOV-00164,B-008,ZIM-DELTA,R-01,MUELLE-F,CONTENEDORES,SANTA FE,2020-11-02,10:32,2020-11-03,9:47,3959.8,11.6,15,EN_REVISION
MOV-00165,B-009,CMA-ROSARIO,R-08,MUELLE-E,TRIGO,HAMBURG,2024-02-15,16:15,2024-02-17,12:58 AM,4543.07,10.4,15,RECHAZADO
MOV-00166,B-003,ZIM-DELTA,R-04,MUELLE-F,ACEITE,MONTEVIDEO,2020-10-29,9:00,2020-10-31,01:30 PM,5305.81,,15,DESPACHADO
MOV-00167,B-011,,R-05,MUELLE-B,HARINA,SANTA FE,32/13/2021,8:42,2023-09-16,01:49 PM,4912.54,11.7,12,RECHAZADO
MOV-00168,B-034,YANG-MING,R-06,MUELLE-D,CONTENEDORES,MONTEVIDEO,2021-09-11,AB:CD,2021-09-12,02:11 AM,4361.49,14.3,15,DESPACHADO
MOV-00169,B-016,PIL-OESTE,R-03,MUELLE-D,HARINA,SHANGHAI,2023-04-04,17:43,2023-04-05,04:11 AM,4211.84,11.5,10,RECHAZADO
MOV-00170,B-021,MAERSK-PAMPAS,R-07,MUELLE-C,MINERALES,VALPARAISO,2020-02-23,25:44:00,2020-02-25,06:20 PM,5103.71,10.6,10,PENDIENTE
MOV-00171,B-001,PIL-SANTA,R-07,MUELLE-B,TRIGO,SAO PAULO,2024-11-10,19:31,2024-11-12,19:48,6320.45,,12,DESPACHADO
MOV-00172,B-016,ONE-PLATA,R-07,MUELLE-F,GRANOS,ROTTERDAM,2024-05-03,9:29,2024-05-04,09:32 PM,5476.51,15.0,12,DESPACHADO
MOV-00173,B-013,CMA-LITORAL,R-02,MUELLE-C,ACEITE,MONTEVIDEO,2022-01-13,2:33,2022-01-15,8:01,6578.29,14.5,15,DESPACHADO
MOV-00174,B-019,HAPAG-RIO,,MUELLE-B,TRIGO,SANTA FE,2023-01-18,0:38,2023-01-20,01:24 AM,6403.92,12.3,12,EN_REVISION
MOV-00175,B-039,YANG-MING,R-06,MUELLE-A,GRANOS,BUENOS AIRES,2023-06-05,21:44,2023-06-06,11:14 PM,5711.29,11.9,12,RECHAZADO
MOV-00176,B-014,YANG-ESTE,R-01,MUELLE-A,SOJA,HAMBURG,2022-12-12,18:39,2022-12-14,,2911.86,14.6,12,EN_REVISION
MOV-00177,B-003,MSC-ALPHA,R-06,MUELLE-E,TRIGO,SANTA FE,2021-09-22,9:32,2021-09-24,9:41,,9.9,10,PENDIENTE
MOV-00178,B-022,CMA-LITORAL,R-07,MUELLE-F,GRANOS,VALPARAISO,2023-11-04,10:51,2023-11-06,04:53 AM,4780.6,11.8,15,EN_REVISION
MOV-00179,B-024,CMA-LITORAL,,MUELLE-B,HARINA,MONTEVIDEO,2020-07-08,14:32,2020-07-08,23:40,4766.89,12.6,10,DESPACHADO
MOV-00180,B-008,MSC-GENOVA,R-05,MUELLE-A,SOJA,SHANGHAI,2024-03-06,9:01,2024-03-08,7:55,5429.51,11.1,15,RECHAZADO
MOV-00181,B-019,PIL-OESTE,R-04,MUELLE-B,SOJA,VALPARAISO,2022-08-22,21:03,2022-08-23,1:25,4625.31,11.8,10,EN_REVISION
MOV-00182,B-006,CMA-LITORAL,R-02,MUELLE-D,HARINA,HAMBURG,2021-06-12,11:25,2021-06-13,19:00,5098.03,14.1,15,RECHAZADO
MOV-00183,B-005,YANG-MING,R-08,MUELLE-D,CONTENEDORES,SAO PAULO,2020-05-15,10:13,2020-05-17,11:39 AM,1905.72,9.6,12,PENDIENTE
MOV-00184,B-007,YANG-ESTE,R-07,MUELLE-C,MINERALES,SANTA FE,2024-03-26,20:51,2024-03-27,22:04,5132.64,13.6,15,DESPACHADO
MOV-00185,B-040,ONE-PLATA,R-07,MUELLE-B,HARINA,SANTA FE,2023-12-11,17:52,13-12-2023,03:17 AM,7558.47,7.4,10,EN_REVISION
MOV-00186,B-019,CMA-ROSARIO,R-03,MUELLE-A,SOJA,SANTA FE,2020-10-05,2:08,2020-10-07,11:22,4751.78,139.8,12,PENDIENTE
MOV-00187,B-003,EVER-GLORY,R-08,MUELLE-F,ACEITE,BUENOS AIRES,2024-02-06,16:54,2024-02-08,4:29 AM,5476.14,11.7,15,RECHAZADO
MOV-00188,B-022,maersk pampas!!,R-06,MUELLE-C,HARINA,MONTEVIDEO,2024-01-28,18:16,2024-01-29,46:21:00,4451.99,8.2,12,DESPACHADO
MOV-00189,B-039,HAPAG-RIO,R-03,MUELLE-F,MINERALES,SHANGHAI,2021-01-05,16:55,2021-01-06,06:13 AM,4868.31,16.6,12,PENDIENTE
MOV-00190,B-011,CMA-LITORAL,R-07,MUELLE-D,HARINA,HAMBURG,21/06/2021,4:33,2021-06-23,7:52,3633.6,15.2,12,PENDIENTE
MOV-00191,B-038,COSCO-TIGRE,R-08,muelle  f!!,TRIGO,SAO PAULO,32/13/2021,0:43,2023-01-26,10:52,3336.38,3.5,12,EN_REVISION
MOV-00192,B-039,CMA-ROSARIO,R-07,MUELLE-F,MAIZ,BUENOS AIRES,2023-08-01,14:59,2023-08-03,22:58,4971.79,15.4,10,PENDIENTE
MOV-00193,B-032,MAERSK-LIMA,R-03,MUELLE-E,CONTENEDORES,SAO PAULO,32/13/2021,25:42:00,2020-03-13,21:14,-1532.73,9.5,10,DESPACHADO
MOV-00194,B-015,MSC-GENOVA,R-07,MUELLE-F,MINERALES,BUENOS AIRES,2023-07-18,20:05,2023-07-20,24:00:00,4489.78,14.2,10,EN_REVISION
MOV-00195,B-009,EVER-GLORY,R-04,MUELLE-A,TRIGO,HAMBURG,32/13/2021,17:53,2022-10-23,05:46 PM,6380.91,13.4,12,RECHAZADO
MOV-00196,B-002,HAPAG-SUR,R-01,MUELLE-B,MAIZ,SANTA FE,2022-07-23,19:10,2022-07-24,31:08:00,3250.96,7.2,10,PENDIENTE
MOV-00197,B-038,hapag rio!!,R-06,MUELLE-A,SOJA,VALPARAISO,2023-02-07,5:28,2023-02-08,9:37 AM,67941.29,10.2,12,PENDIENTE
MOV-00198,B-009,ONE-PARANA,R-03,MUELLE-F,HARINA,HAMBURG,2020-03-18,19:11,2020-03-21,5:37,5050.15,13.9,15,RECHAZADO
MOV-00199,B-008,CMA-ROSARIO,R-08,MUELLE-D,MAIZ,MONTEVIDEO,2022-06-09,8:21,2022-06-11,04:05 AM,6076.86,13.0,10,DESPACHADO
MOV-00200,B-027,one parana!!,R-07,MUELLE-B,SOJA,HAMBURG,2023-06-02,14:11,2023-06-04,17:01,6209.9,13.1,10,RECHAZADO
MOV-00201,B-040,HAPAG-RIO,R-04,muelle  a!!,CONTENEDORES,HAMBURG,2020-01-30,23:27,2020-02-01,1:35,3082.43,8.9,12,PENDIENTE
MOV-00202,B-032,ZIM-DELTA,R-02,MUELLE-E,GRANOS,ROTTERDAM,2020-07-04,0:30,2020-07-05,04:04 AM,,13.9,15,PENDIENTE
MOV-00203,B-019,MAERSK-PAMPAS,R-05,MUELLE-F,TRIGO,BUENOS AIRES,2022-01-15,1:07,2022-01-17,09:21 PM,4964.0,11.0,15,EN_REVISION
MOV-00204,B-015,MSC-ALPHA,R-06,MUELLE-C,CONTENEDORES,VALPARAISO,2022-10-23,16:53,2022-10-24,7:46 PM,6017.96,13.1,12,DESPACHADO
MOV-00205,B-011,PIL-SANTA,R-02,MUELLE-F,MAIZ,HAMBURG,2020-02-16,AB:CD,2020-02-17,23:28,6029.02,9.4,15,PENDIENTE
MOV-00206,B-030,YANG-MING,R-03,MUELLE-C,MAIZ,VALPARAISO,2020-10-30,11:18,2020-11-02,7:21,1826.69,12.8,10,PENDIENTE
MOV-00207,B-021,EVERGREEN-02,R-03,MUELLE-C,MINERALES,MONTEVIDEO,2024-04-22,4:29,2024-04-24,13:23,5194.81,12.5,12,EN_REVISION
MOV-00208,B-003,CMA-ROSARIO,R-02,MUELLE-C,GRANOS,ROTTERDAM,2023-05-30,20:12,2023-06-02,01:21 PM,4501.51,12.4,10,PENDIENTE
MOV-00209,B-024,COSCO-TIGRE,R-06,MUELLE-A,HARINA,SHANGHAI,2020-06-28,6:46,2020-06-30,06:00 AM,4534.82,15.0,15,EN_REVISION
MOV-00210,B-025,COSCO-STAR,R-01,MUELLE-D,HARINA,ROTTERDAM,2021-02-12,5:53,2021-02-14,06:42 PM,3226.17,10.4,10,PENDIENTE
MOV-00211,B-016,MSC-GENOVA,,MUELLE-C,MINERALES,BUENOS AIRES,2023-07-10,21:30,11-07-2023,8:15,3647.14,10.1,12,EN_REVISION
MOV-00212,B-005,ONE-PLATA,R-04,MUELLE-F,MAIZ,BUENOS AIRES,2024-06-26,9:17,00/00/0000,03:46 AM,2656.02,10.3,15,PENDIENTE
MOV-00213,B-035,ZIM-NORTE,R-02,MUELLE-D,MINERALES,BUENOS AIRES,2021-12-14,9:44,2021-12-16,01:29 AM,6140.31,5.8,12,DESPACHADO
MOV-00214,B-008,COSCO-STAR,R-01,MUELLE-D,CONTENEDORES,SANTA FE,2023-04-29,1:30,00/00/0000,02:56 AM,6659.65,15.3,15,PENDIENTE
MOV-00215,B-040,ZIM-DELTA,R-02,MUELLE-A,GRANOS,SAO PAULO,2020-01-09,23:06,2020-01-11,12:07 PM,5718.25,11.6,15,PENDIENTE
MOV-00216,B-024,YANG-MING,R-01,MUELLE-A,ACEITE,HAMBURG,2021-09-30,21:53,2021-10-03,3:08,117415.89,14.2,15,DESPACHADO
MOV-00217,B-038,MAERSK-LIMA,R-03,MUELLE-A,ACEITE,SAO PAULO,2020-09-08,7:53,2020-09-10,11:43,5711.2,17.5,12,EN_REVISION
MOV-00218,B-009,MSC-GENOVA,R-02,MUELLE-F,GRANOS,BUENOS AIRES,2023-05-23,21:20,2023-05-24,,3598.74,,12,RECHAZADO
MOV-00219,B-008,COSCO-TIGRE,R-08,MUELLE-C,CONTENEDORES,HAMBURG,2024-10-28,9:56,2024-10-29,6:23,5729.66,12.4,15,RECHAZADO
MOV-00220,B-019,MSC-ALPHA,R-01,MUELLE-A,GRANOS,MONTEVIDEO,2024-04-16,20:21,2024-04-19,18:15 XM,,16.0,10,EN_REVISION
MOV-00221,B-027,PIL-SANTA,R-01,MUELLE-F,MINERALES,SANTA FE,2020-07-19,15:06,2020-07-20,____,4141.51,,15,EN_REVISION
MOV-00222,B-006,PIL-OESTE,R-02,MUELLE-E,ACEITE,VALPARAISO,2021-03-05,11:50,2021-03-06,10:44,3649.96,164.4,12,DESPACHADO
MOV-00223,B-030,PIL-SANTA,R-07,MUELLE-E,GRANOS,SAO PAULO,2023-11-04,9:54,2023-11-06,1:43 PM,,12.5,15,EN_REVISION
MOV-00224,B-028,EVER-GLORY,R-04,MUELLE-B,HARINA,MONTEVIDEO,2023-02-01,5:41,01-02-2023,14:22,4885.84,17.4,15,DESPACHADO
MOV-00225,B-033,MAERSK-LIMA,R-05,MUELLE-D,SOJA,SAO PAULO,2024-02-18,12:51,2024-02-19,17:26,5151.1,9.4,15,DESPACHADO
MOV-00226,B-031,EVERGREEN-02,R-05,MUELLE-A,GRANOS,SANTA FE,2023-12-05,11:57,00/00/0000,29:27:00,4977.84,15.0,15,PENDIENTE
MOV-00227,B-003,pil santa!!,R-02,MUELLE-D,MINERALES,ROTTERDAM,2024-08-15,5:44,2024-08-16,09:12 AM,4500.33,6.0,10,EN_REVISION
MOV-00228,B-011,ZIM-DELTA,R-03,MUELLE-E,CONTENEDORES,SHANGHAI,2020-12-21,21:37,2020-12-23,05:6 AM,3061.88,12.7,12,RECHAZADO
MOV-00229,B-026,YANG-ESTE,R-07,MUELLE-E,HARINA,MONTEVIDEO,2020-08-28,0:45,2020-08-30,6:24,5707.51,11.5,15,DESPACHADO
MOV-00230,B-027,HAPAG-RIO,R-07,MUELLE-B,GRANOS,VALPARAISO,2022-01-27,18:43,2022-01-30,23:49,5119.68,15.3,10,EN_REVISION
MOV-00231,B-039,EVER-GLORY,R-01,MUELLE-C,CONTENEDORES,VALPARAISO,2020-03-25,18:11,2020-03-27,11:54,4696.55,10.6,15,RECHAZADO
MOV-00232,B-017,ONE-PLATA,R-06,MUELLE-D,MAIZ,SHANGHAI,2023-07-27,14:03,28-07-2023,3:11,5058.98,10.3,15,RECHAZADO
MOV-00233,B-006,ONE-PARANA,R-05,MUELLE-B,MAIZ,VALPARAISO,2024-04-19,18:11,2024-04-22,05:07 AM,,8.0,15,PENDIENTE
MOV-00234,B-018,YANG-ESTE,R-01,MUELLE-C,GRANOS,HAMBURG,2020-09-21,6:55,2020-09-21,11:00,9715.46,105.0,15,EN_REVISION
MOV-00235,B-020,HAPAG-SUR,R-07,muelle  f!!,HARINA,MONTEVIDEO,2021-02-13,15:28,2021-02-15,18:05,3852.51,7.1,15,EN_REVISION
MOV-00236,B-019,CMA-LITORAL,R-07,MUELLE-A,MINERALES,VALPARAISO,2024-09-19,7:33,2024-09-21,10:20,6813.28,11.5,12,PENDIENTE
MOV-00237,B-026,@#$%,R-02,MUELLE-D,HARINA,SHANGHAI,2021-11-30,AB:CD,2021-12-01,08:30 AM,5060.61,8.7,12,RECHAZADO
MOV-00238,B-026,YANG-MING,R-02,MUELLE-B,MAIZ,SANTA FE,2024-10-25,0:13,2024-10-27,23:34,5163.81,12.3,10,PENDIENTE
MOV-00239,B-013,YANG-MING,R-07,MUELLE-A,ACEITE,SANTA FE,03/10/2024,15:47,2024-10-05,15:02,3705.46,8.5,12,DESPACHADO
MOV-00240,B-040,EVERGREEN-02,R-08,MUELLE-F,CONTENEDORES,SANTA FE,2022-06-16,7:32,2022-06-17,22:06,4814.52,13.9,12,PENDIENTE
MOV-00241,B-006,HAPAG-SUR,R-03,MUELLE-B,TRIGO,MONTEVIDEO,2021-09-13,7:13,2021-09-13,09:47 XM,6002.7,13.8,12,RECHAZADO
MOV-00242,B-036,PIL-SANTA,R-03,MUELLE-F,SOJA,SANTA FE,2020-08-04,19:39,2020-08-05,19:27,5932.18,4.7,10,RECHAZADO
MOV-00243,B-027,MSC-GENOVA,R-04,MUELLE-D,ACEITE,VALPARAISO,2022-01-08,20:42,2022-01-10,20:46,,97.5,12,PENDIENTE
MOV-00244,B-011,maersk pampas!!,R-01,MUELLE-D,GRANOS,MONTEVIDEO,2024-11-28,16:18,2024-12-01,06:50 PM,8324.78,10.8,15,DESPACHADO
MOV-00245,B-023,COSCO-TIGRE,R-04,MUELLE-C,SOJA,SANTA FE,2022-12-01,AB:CD,2022-12-03,17:16,3527.05,15.0,10,EN_REVISION
MOV-00246,B-004,MAERSK-LIMA,R-08,MUELLE-C,GRANOS,HAMBURG,2023-03-04,22:57,2023-03-07,,7158.69,11.4,15,EN_REVISION
MOV-00247,B-006,EVER-GLORY,R-07,MUELLE-B,MINERALES,SAO PAULO,2023-04-19,17:33,2023-04-21,0:01,6590.95,14.1,12,RECHAZADO
MOV-00248,B-003,HAPAG-RIO,R-06,MUELLE-A,CONTENEDORES,BUENOS AIRES,2020-11-09,3:23,2020-11-10,8:20 PM,4322.59,13.8,15,DESPACHADO
MOV-00249,B-037,CMA-LITORAL,R-06,MUELLE-D,MINERALES,MONTEVIDEO,2023-09-28,14:09,2023-09-30,06:39 AM,,11.9,12,PENDIENTE
MOV-00250,B-036,COSCO-STAR,R-04,muelle  e!!,GRANOS,SAO PAULO,2022-12-25,5:01,2022-12-26,1:14,4767.09,12.0,15,RECHAZADO
MOV-00251,B-007,ZIM-NORTE,R-03,MUELLE-C,MAIZ,MONTEVIDEO,2023-10-21,5:03,2023-10-23,17:43,5079.71,10.3,12,EN_REVISION
MOV-00252,B-021,CMA-LITORAL,R-07,MUELLE-A,MINERALES,SANTA FE,2021-07-05,17:37,2021-07-06,8:25 PM,3225.04,7.1,10,
MOV-00253,B-030,YANG-ESTE,R-05,MUELLE-F,MAIZ,SANTA FE,2021-05-28,21:24,2021-05-30,12:38,6258.33,10.6,15,DESPACHADO
MOV-00254,B-022,PIL-SANTA,R-08,MUELLE-C,TRIGO,SHANGHAI,32/13/2021,22:08,03-02-2020,19:49,5742.74,19.4,12,EN_REVISION
MOV-00255,B-025,YANG-ESTE,,MUELLE-D,MAIZ,SANTA FE,2020-01-20,7:47,2020-01-20,08:45 AM,2261.35,13.6,12,DESPACHADO
MOV-00256,B-008,PIL-SANTA,R-08,MUELLE-B,TRIGO,MONTEVIDEO,2021-06-15,30:43:00,2021-06-17,9:19,3310.51,9.4,10,DESPACHADO
MOV-00257,B-018,MAERSK-LIMA,R-08,MUELLE-D,ACEITE,SANTA FE,2022-07-08,10:00,2022-07-10,8:37,7570.29,14.0,15,PENDIENTE
MOV-00258,B-022,PIL-SANTA,R-04,MUELLE-A,MINERALES,SAO PAULO,2024-06-14,7:04,2024-06-16,05:20 AM,6104.19,7.2,15,EN_REVISION
MOV-00259,B-019,COSCO-TIGRE,R-07,MUELLE-A,CONTENEDORES,SAO PAULO,2024-12-07,19:39,2024-12-08,12:41,3716.45,13.0,12,DESPACHADO
MOV-00260,B-016,CMA-ROSARIO,R-01,MUELLE-A,MAIZ,VALPARAISO,2021-09-29,29:42:00,2021-09-30,11:24 AM,3263.07,11.6,12,RECHAZADO
MOV-00261,B-031,CMA-LITORAL,R-06,MUELLE-E,ACEITE,VALPARAISO,2022-10-12,7:58,2022-10-12,17:47,4732.21,81.2,10,RECHAZADO
MOV-00262,B-024,EVER-GLORY,R-01,MUELLE-B,TRIGO,VALPARAISO,2021-11-26,17:15,2021-11-27,6:07,5181.36,14.3,10,PENDIENTE
MOV-00263,B-028,COSCO-STAR,R-02,MUELLE-B,MAIZ,SAO PAULO,2023-05-12,13:40,2023-05-14,05:47 PM,3190.89,11.1,12,PENDIENTE
MOV-00264,B-011,ONE-PLATA,R-07,MUELLE-F,ACEITE,HAMBURG,2023-11-23,15:45,2023-11-26,18:11,5817.49,16.3,15,RECHAZADO
MOV-00265,B-019,CMA-LITORAL,R-06,MUELLE-B,GRANOS,HAMBURG,2022-01-22,15:20,2022-01-24,7:13,3795.35,,12,EN_REVISION
MOV-00266,B-020,PIL-SANTA,R-04,MUELLE-F,MAIZ,VALPARAISO,2024-05-22,12:25,2024-05-22,11:54 AM,5122.85,9.6,12,DESPACHADO
MOV-00267,B-027,@#$%,R-08,MUELLE-D,GRANOS,SHANGHAI,2020-01-20,15:51,2020-01-22,06:57 AM,4444.15,11.3,15,PENDIENTE
MOV-00268,B-025,ONE-PARANA,R-07,MUELLE-A,CONTENEDORES,SAO PAULO,2023-08-01,9:05,02-08-2023,2:32,6208.92,14.5,12,RECHAZADO
MOV-00269,B-027,COSCO-TIGRE,R-03,MUELLE-A,MAIZ,ROTTERDAM,2020-09-23,6:19,2020-09-25,3:3 PM,4948.7,9.0,10,RECHAZADO
MOV-00270,B-030,PIL-OESTE,R-01,MUELLE-F,SOJA,VALPARAISO,2022-03-11,19:52,2022-03-12,22:17,3681.56,16.7,12,RECHAZADO
MOV-00271,B-014,HAPAG-SUR,R-07,MUELLE-E,SOJA,SHANGHAI,2022-04-19,14:10,21-04-2022,3:40,5048.21,8.4,12,DESPACHADO
MOV-00272,B-006,ZIM-NORTE,R-04,MUELLE-F,MINERALES,MONTEVIDEO,2024-09-13,AB:CD,2024-09-13,0:08,5986.37,,10,RECHAZADO
MOV-00273,B-007,COSCO-TIGRE,R-05,MUELLE-D,GRANOS,SANTA FE,06/02/2022,26:43:00,06-02-2022,19:51,5287.5,6.9,10,DESPACHADO
MOV-00274,B-013,YANG-ESTE,R-04,MUELLE-E,CONTENEDORES,ROTTERDAM,21/12/2020,0:25,2020-12-22,04:30 PM,5062.63,13.4,12,DESPACHADO
MOV-00275,B-017,MAERSK-LIMA,R-06,MUELLE-F,CONTENEDORES,MONTEVIDEO,2021-10-13,21:30,2021-10-14,08:24 AM,5918.93,16.5,15,EN_REVISION
MOV-00276,B-019,ONE-PARANA,R-03,MUELLE-D,TRIGO,SANTA FE,2024-02-22,10:08,24-02-2024,04:47 AM,6436.2,10.1,12,PENDIENTE
MOV-00277,B-015,YANG-ESTE,R-07,MUELLE-E,ACEITE,MONTEVIDEO,2020-05-23,6:03,2020-05-24,08:12 AM,4699.31,11.2,12,RECHAZADO
MOV-00278,B-031,COSCO-STAR,R-06,MUELLE-D,CONTENEDORES,MONTEVIDEO,06/06/2022,4:52,2022-06-08,11:13,3671.8,13.3,15,RECHAZADO
MOV-00279,B-010,ONE-PARANA,R-01,MUELLE-A,ACEITE,HAMBURG,2022-02-03,12:31,2022-02-05,3:09,7544.0,8.8,15,RECHAZADO
MOV-00280,B-028,ZIM-DELTA,R-04,MUELLE-D,GRANOS,SHANGHAI,2023-05-24,25:41:00,2023-05-25,sin dato,4440.04,7.9,12,DESPACHADO
MOV-00281,B-035,COSCO-TIGRE,R-05,MUELLE-F,CONTENEDORES,BUENOS AIRES,2024-07-25,AB:CD,2024-07-26,14:51,3637.45,8.1,12,DESPACHADO
MOV-00282,B-029,PIL-OESTE,R-04,MUELLE-B,TRIGO,SANTA FE,2022-06-21,20:58,2022-06-22,08:03 PM,,10.2,12,PENDIENTE
MOV-00283,B-001,COSCO-TIGRE,R-05,MUELLE-D,MINERALES,SHANGHAI,2021-10-07,7:23,2021-10-09,13:43,4060.33,15.9,12,RECHAZADO
MOV-00284,B-031,ONE-PLATA,R-07,MUELLE-F,TRIGO,SANTA FE,2024-07-11,23:20,2024-07-14,12:25,6127.94,12.3,10,EN_REVISION
MOV-00285,B-033,ever glory!!,R-03,MUELLE-D,SOJA,VALPARAISO,2022-09-14,21:34,2022-09-16,1:40,5642.51,14.8,10,RECHAZADO
MOV-00286,B-035,HAPAG-SUR,R-02,MUELLE-F,ACEITE,SAO PAULO,2024-03-01,23:46,2024-03-04,5:48,4278.62,9.7,15,DESPACHADO
MOV-00287,B-020,EVER-GLORY,R-04,MUELLE-D,CONTENEDORES,SHANGHAI,32/13/2021,21:38,2022-12-02,04:32 PM,5822.82,,10,EN_REVISION
MOV-00288,B-018,PIL-OESTE,R-08,MUELLE-F,TRIGO,HAMBURG,2020-11-08,22:13,2020-11-10,17:17,4668.42,9.2,12,EN_REVISION
MOV-00289,B-019,YANG-MING,R-04,MUELLE-F,CONTENEDORES,BUENOS AIRES,2024-10-06,22:19,2024-10-09,,4054.49,16.8,10,PENDIENTE
MOV-00290,B-011,EVER-GLORY,R-02,MUELLE-C,MINERALES,MONTEVIDEO,2023-04-30,13:09,2023-05-02,23:55,6069.33,14.4,12,
MOV-00291,B-008,COSCO-STAR,R-02,MUELLE-D,TRIGO,SANTA FE,2021-01-05,12:30,2021-01-07,14:43,4705.22,16.9,15,RECHAZADO
MOV-00292,B-014,MAERSK-LIMA,R-03,MUELLE-E,MAIZ,SANTA FE,2023-03-23,6:41,2023-03-24,2:10,5191.91,10.5,10,RECHAZADO
MOV-00293,B-032,MSC-ALPHA,R-06,MUELLE-E,TRIGO,BUENOS AIRES,2024-10-19,6:08,2024-10-20,1:21,5062.71,13.9,12,DESPACHADO
MOV-00294,B-013,EVERGREEN-02,R-03,MUELLE-D,MAIZ,SHANGHAI,2020-06-07,8:07,2020-06-10,03:35 AM,87715.6,17.3,10,RECHAZADO
MOV-00295,B-020,PIL-OESTE,R-08,MUELLE-A,ACEITE,VALPARAISO,2021-10-13,12:11,2021-10-15,08:58 AM,3004.71,8.0,10,EN_REVISION
MOV-00296,B-016,YANG-ESTE,R-07,MUELLE-F,MINERALES,MONTEVIDEO,2021-08-10,8:27,2021-08-13,14:27,7139.83,11.5,15,RECHAZADO
MOV-00297,B-001,MAERSK-PAMPAS,R-03,MUELLE-D,MINERALES,BUENOS AIRES,2020-01-15,22:27,2020-01-18,02:47 AM,5776.47,12.2,15,RECHAZADO
MOV-00298,B-004,,R-08,MUELLE-D,MAIZ,SHANGHAI,2024-10-08,3:18,09-10-2024,12:53 AM,4050.26,15.8,15,DESPACHADO
MOV-00299,B-020,EVERGREEN-02,R-02,MUELLE-A,ACEITE,MONTEVIDEO,2021-02-08,2:33,00/00/0000,18:24,4661.29,13.1,12,RECHAZADO
MOV-00300,B-001,EVERGREEN-02,R-04,MUELLE-A,TRIGO,VALPARAISO,2020-03-05,5:42,2020-03-06,3:50,5837.47,14.3,12,DESPACHADO
MOV-00301,B-009,CMA-ROSARIO,R-06,MUELLE-E,GRANOS,SAO PAULO,2024-02-19,0:27,2024-02-21,8:19,4521.89,9.5,15,DESPACHADO
MOV-00302,B-012,ONE-PARANA,R-03,MUELLE-B,SOJA,MONTEVIDEO,2022-05-23,0:39,2022-05-24,02:44 PM,8552.11,14.2,10,RECHAZADO
MOV-00303,B-003,MSC-GENOVA,R-01,MUELLE-F,ACEITE,SAO PAULO,2022-06-01,5:16,00/00/0000,95:17:00,2416.08,13.1,10,EN_REVISION
MOV-00304,B-039,MAERSK-LIMA,R-01,MUELLE-E,TRIGO,SAO PAULO,2023-06-21,10:19,2023-06-24,01:51 AM,5422.52,11.5,15,RECHAZADO
MOV-00305,B-033,MSC-GENOVA,R-03,MUELLE-E,HARINA,MONTEVIDEO,2021-01-24,23:52,2021-01-27,6:29,,13.1,15,EN_REVISION
MOV-00306,B-017,@#$%,R-04,MUELLE-C,HARINA,BUENOS AIRES,2020-03-21,20:09,2020-03-23,1:56,5241.68,15.7,12,PENDIENTE
MOV-00307,B-021,EVER-GLORY,R-01,MUELLE-C,TRIGO,VALPARAISO,2024-11-12,18:06,2024-11-14,20:59,4991.99,12.5,15,PENDIENTE
MOV-00308,B-030,HAPAG-RIO,,MUELLE-B,MINERALES,MONTEVIDEO,2024-08-01,12:43,2024-08-02,18:18,5709.41,179.2,10,EN_REVISION
MOV-00309,B-010,YANG-ESTE,R-01,MUELLE-A,SOJA,SHANGHAI,2022-06-28,AB:CD,2022-06-30,06:56 PM,5405.25,106.9,15,DESPACHADO
MOV-00310,B-025,MAERSK-LIMA,R-08,MUELLE-B,SOJA,SAO PAULO,2023-06-14,10:07,2023-06-16,7:50,5940.1,11.3,10,DESPACHADO
MOV-00311,B-005,MSC-GENOVA,R-03,MUELLE-F,MAIZ,SHANGHAI,2024-07-26,2:07,2024-07-28,02:32 AM,3517.3,15.0,12,PENDIENTE
MOV-00312,B-035,HAPAG-SUR,R-04,MUELLE-D,SOJA,ROTTERDAM,2021-02-20,0:23,2021-02-22,4:49,4744.74,9.9,10,PENDIENTE
